name,type,value,date,info
格林纳达,308,23.459259,2001,
英属维尔京群岛,92,20.533965,2001,
开曼群岛,136,19.621256,2001,
汤加,776,14.264692,2001,
安提瓜和巴布达,28,13.92963,2001,
吉布提,262,13.189212,2001,
东帝汶,626,12.351881,2001,
瓦努阿图,548,11.252389,2001,
圣多美和普林西比,678,5.660686,2001,
库克群岛,184,3.587177,2001,
基里巴斯,296,2.99932,2001,
帕劳,585,2.703378,2001,
马绍尔群岛,584,2.038843,2001,
蒙特塞拉特,500,0.440741,2001,
图瓦卢,798,0.11287,2001,
美国,840,1470000,2002,
日本,392,859000,2002,
中国,156,457000,2002,
德国,276,415000,2002,
意大利,380,212000,2002,
英国,826,203000,2002,
法国,250,199000,2002,
韩国,410,148000,2002,
墨西哥,484,133000,2002,
加拿大,124,124000,2002,
西班牙,724,108000,2002,
印度,356,79911.70757,2002,
台湾,158,75077.21568,2002,
巴西,76,69049.03227,2002,
荷兰,528,59026.77674,2002,
瑞士,756,57473.93679,2002,
印度尼西亚,360,53315.626,2002,
俄罗斯联邦,643,52491.40829,2002,
瑞典,752,49595.75672,2002,
澳大利亚,36,47285.00119,2002,
比利时,56,43424.24133,2002,
土耳其,792,40318.68638,2002,
泰国,764,38566.71334,2002,
奥地利,40,37826.7347,2002,
爱尔兰,372,34220.45359,2002,
芬兰,246,31956.09312,2002,
波多黎各,630,31495.6,2002,
马来西亚,458,29493.68421,2002,
波兰,616,28546.8256,2002,
丹麦,208,24889.69149,2002,
新加坡,702,22644.90349,2002,
伊朗,364,21847.24189,2002,
菲律宾,608,20089.11529,2002,
南非,710,19840.52324,2002,
沙特阿拉伯,682,19460.11606,2002,
阿根廷,32,19101.9114,2002,
葡萄牙,620,19043.87395,2002,
捷克,203,18396.77025,2002,
挪威,578,17394.64518,2002,
以色列,376,16834.7913,2002,
委内瑞拉,862,15269.73599,2002,
希腊,300,15131.36509,2002,
埃及,818,13948.7778,2002,
阿联酋,784,12867.47763,2002,
智利,152,12778.46847,2002,
匈牙利,348,12536.03004,2002,
罗马尼亚,642,10046.54908,2002,
新西兰,554,9723.008569,2002,
秘鲁,604,8492.819565,2002,
巴基斯坦,586,8365.112278,2002,
乌克兰,804,7441.297257,2002,
孟加拉国,50,7221.634881,2002,
摩洛哥,504,7100.557045,2002,
香港,344,5869.148493,2002,
多米尼加共和国,214,5225.153341,2002,
古巴,192,5158,2002,
斯洛文尼亚,705,5097.000403,2002,
厄瓜多尔,218,5016.198,2002,
斯洛伐克,703,5014.574697,2002,
尼日利亚,566,4037.896917,2002,
克罗地亚,191,3862.02046,2002,
危地马拉,320,3845.175078,2002,
突尼斯,788,3829.688656,2002,
斯里兰卡,144,3627.425425,2002,
哈萨克斯坦,398,3571.353576,2002,
阿尔及利亚,12,3452.766594,2002,
白俄罗斯,112,3391.221179,2002,
萨尔瓦多,222,3307.905684,2002,
科威特,414,2984.39443,2002,
塞尔维亚,688,2968.74521,2002,
哥斯达黎加,188,2883.613281,2002,
立陶宛,440,2324.979357,2002,
保加利亚,100,2190.156357,2002,
卢森堡,442,2023.96558,2002,
朝鲜,408,1961.386916,2002,
科特迪瓦,384,1885.684712,2002,
刚果(金),180,1851.809473,2002,
肯尼亚,404,1830.518405,2002,
乌拉圭,858,1779.745934,2002,
阿曼,512,1739.044843,2002,
洪都拉斯,340,1563.529259,2002,
特立尼达和多巴哥,780,1422.427658,2002,
卡塔尔,634,1393.996782,2002,
约旦,400,1341.086352,2002,
拉脱维亚,428,1302.665115,2002,
叙利亚,760,1298.4375,2002,
黎巴嫩,422,1292.113577,2002,
文莱,96,1254.457093,2002,
乌兹别克斯坦,860,1197.132912,2002,
利比亚,434,1164.254678,2002,
爱沙尼亚,233,1153.541497,2002,
巴林,48,1095.734785,2002,
冰岛,352,1064.857356,2002,
坦桑尼亚,834,1036.502473,2002,
多民族玻利维亚国,68,1030.513337,2002,
加纳,288,1026.740154,2002,
缅甸,104,951.6,2002,
毛里求斯,480,922.969094,2002,
塞浦路斯,196,880.316671,2002,
牙买加,388,818.506493,2002,
塞内加尔,686,806.448746,2002,
巴拉圭,600,801.273794,2002,
列支敦士登,438,779.969535,2002,
尼加拉瓜,558,762.059784,2002,
柬埔寨,116,755.285547,2002,
津巴布韦,716,742.472,2002,
阿富汗,4,725.472357,2002,
乌干达,800,718.766694,2002,
越南,887,686.844128,2002,
马耳他,470,684.016278,2002,
波黑,70,665.74095,2002,
莫桑比克,508,640.760366,2002,
贝宁,204,638.597609,2002,
安哥拉,24,559.731748,2002,
马里,466,555.677729,2002,
尼泊尔联邦民主共和国,524,484.561354,2002,
斯威士兰,748,482.644703,2002,
阿塞拜疆,31,463.3991,2002,
圣马力诺,674,456.123618,2002,
埃塞俄比亚,231,437.804558,2002,
格鲁吉亚,268,434.809341,2002,
马拉维,454,433.054792,2002,
新喀里多尼亚,540,415.518311,2002,
塔吉克斯坦,762,404.177319,2002,
赞比亚,894,402.014734,2002,
马达加斯加,450,393.989116,2002,
澳门,446,382.775318,2002,
亚美尼亚,51,360.13284,2002,
前南马其顿,807,338.990997,2002,
布基纳法索,854,330.62396,2002,
博茨瓦那,72,329.430649,2002,
巴勒斯坦,275,321.5,2002,
伊拉克,368,319.032294,2002,
海地,332,318.216578,2002,
纳米比亚,516,315.540771,2002,
加蓬,266,279.498274,2002,
乍得,148,262.672627,2002,
斐济,242,259.855531,2002,
摩尔多瓦,498,242.117726,2002,
苏里南,740,238.971598,2002,
法属波利尼西亚,258,236.018529,2002,
赤道几内亚,226,234.834458,2002,
巴巴多斯,52,234.1,2002,
巴哈马,44,224.300106,2002,
吉尔吉斯斯坦,417,208.388145,2002,
莱索托,426,187.329779,2002,
老挝,418,178.453754,2002,
阿尔巴尼亚,8,177.133979,2002,
摩纳哥,492,175.682744,2002,
刚果(布),178,160.691385,2002,
几内亚,324,154.464378,2002,
多哥,768,153.971308,2002,
毛里塔尼亚,478,145.268949,2002,
黑山,499,136.221134,2002,
尼日尔,562,125.492798,2002,
卢旺达,646,117.804154,2002,
巴布亚新几内亚,598,116.406376,2002,
中非,140,112.25941,2002,
蒙古,496,110.278408,2002,
百慕大,60,84.077144,2002,
塞舌尔,690,83.165536,2002,
伯利兹,84,77.313402,2002,
厄立特里亚,232,75.83776,2002,
圭亚那,328,75.362228,2002,
阿鲁巴,533,74.69861,2002,
布隆迪,108,72.522845,2002,
格陵兰,304,66.956119,2002,
安道尔,20,59.093597,2002,
几内亚比绍,624,53.917699,2002,
马尔代夫,462,47.295761,2002,
佛得角,132,46.34121,2002,
萨摩亚,882,44.039318,2002,
冈比亚,270,40.597304,2002,
塞拉利昂,694,40.422137,2002,
不丹,64,39.834921,2002,
利比里亚,430,32.379174,2002,
科摩罗,174,30.438135,2002,
多米尼克,212,28.90037,2002,
圣基茨和尼维斯,659,27.550444,2002,
圣卢西亚,662,27.503704,2002,
索马里,706,26.781926,2002,
格林纳达,308,23.592593,2002,
圣文森特和格林纳丁斯,670,21.708889,2002,
开曼群岛,136,20.609337,2002,
英属维尔京群岛,92,20.536952,2002,
所罗门群岛,90,20.534367,2002,
安提瓜和巴布达,28,14.8,2002,
汤加,776,14.594426,2002,
吉布提,262,13.68437,2002,
东帝汶,626,12.54914,2002,
瓦努阿图,548,11.053858,2002,
圣多美和普林西比,678,6.734222,2002,
库克群岛,184,4.627237,2002,
基里巴斯,296,3.392798,2002,
帕劳,585,3.170614,2002,
马绍尔群岛,584,2.156458,2002,
蒙特塞拉特,500,0.511111,2002,
图瓦卢,798,0.128653,2002,
美国,840,1530000,2003,
日本,392,938000,2003,
中国,156,539000,2003,
德国,276,503000,2003,
意大利,380,253000,2003,
法国,250,236000,2003,
英国,826,219000,2003,
韩国,410,162000,2003,
加拿大,124,137000,2003,
西班牙,724,135000,2003,
墨西哥,484,121000,2003,
印度,356,93835.44783,2003,
台湾,158,81407.59919,2003,
巴西,76,80913.16639,2003,
荷兰,528,70709.46286,2003,
瑞士,756,66669.18686,2003,
印度尼西亚,360,62936.28213,2003,
俄罗斯联邦,643,61829.45417,2003,
澳大利亚,36,60913.89653,2003,
瑞典,752,60819.13194,2003,
土耳其,792,53385.94747,2003,
比利时,56,51382.2172,2003,
奥地利,40,45672.45996,2003,
泰国,764,45338.99082,2003,
爱尔兰,372,38361.95181,2003,
芬兰,246,37588.84392,2003,
波兰,616,33861.00808,2003,
马来西亚,458,32982.10526,2003,
波多黎各,630,32652.3,2003,
南非,710,30312.43931,2003,
丹麦,208,28870.58759,2003,
阿根廷,32,26810.19179,2003,
新加坡,702,23823.09554,2003,
沙特阿拉伯,682,23004.42248,2003,
葡萄牙,620,22216.51799,2003,
伊朗,364,21929.10618,2003,
捷克,203,21888.61711,2003,
菲律宾,608,20677.14163,2003,
挪威,578,20247.54421,2003,
希腊,300,18485.05602,2003,
以色列,376,17839.87511,2003,
匈牙利,348,15747.655,2003,
委内瑞拉,862,14298.62836,2003,
阿联酋,784,13676.54112,2003,
智利,152,12571.17838,2003,
新西兰,554,12350.04387,2003,
罗马尼亚,642,12167.1126,2003,
埃及,818,11535.6107,2003,
巴基斯坦,586,9762.034274,2003,
摩洛哥,504,9128.810372,2003,
乌克兰,804,9124.666014,2003,
秘鲁,604,9045.651432,2003,
孟加拉国,50,7878.360875,2003,
斯洛伐克,703,6993.210523,2003,
斯洛文尼亚,705,6459.640732,2003,
尼日利亚,566,5575.340889,2003,
厄瓜多尔,218,5260.762,2003,
古巴,192,5110.2,2003,
香港,344,5011.333355,2003,
克罗地亚,191,4826.677771,2003,
多米尼加共和国,214,4435.69624,2003,
突尼斯,788,4414.550972,2003,
哈萨克斯坦,398,4383.856572,2003,
危地马拉,320,4048.269999,2003,
斯里兰卡,144,4028.742904,2003,
白俄罗斯,112,4020.047517,2003,
科威特,414,3781.732988,2003,
阿尔及利亚,12,3720.883688,2003,
塞尔维亚,688,3584.344476,2003,
萨尔瓦多,222,3390.972,2003,
立陶宛,440,3134.474116,2003,
哥斯达黎加,188,2953.835987,2003,
保加利亚,100,2885.262995,2003,
卢森堡,442,2600.81957,2003,
科特迪瓦,384,2254.816401,2003,
肯尼亚,404,2050.176441,2003,
特立尼达和多巴哥,780,2049.530587,2003,
朝鲜,408,2041.118296,2003,
阿曼,512,1919.331165,2003,
卡塔尔,634,1799.617989,2003,
乌拉圭,858,1791.292398,2003,
刚果(金),180,1635.432086,2003,
洪都拉斯,340,1628.153654,2003,
爱沙尼亚,233,1553.095748,2003,
利比亚,434,1540.559428,2003,
约旦,400,1471.875882,2003,
拉脱维亚,428,1464.541585,2003,
黎巴嫩,422,1391.860166,2003,
文莱,96,1374.680734,2003,
乌兹别克斯坦,860,1342.157918,2003,
巴林,48,1284.952614,2003,
加纳,288,1263.648626,2003,
冰岛,352,1207.20282,2003,
坦桑尼亚,834,1116.941868,2003,
塞浦路斯,196,1066.503123,2003,
毛里求斯,480,1048.690078,2003,
多民族玻利维亚国,68,1033.290191,2003,
缅甸,104,972.582637,2003,
塞内加尔,686,963.245766,2003,
列支敦士登,438,923.652588,2003,
波黑,70,870.005078,2003,
津巴布韦,716,862.985,2003,
柬埔寨,116,849.208893,2003,
叙利亚,760,838.640777,2003,
马耳他,470,837.470717,2003,
巴拉圭,600,832.708215,2003,
莫桑比克,508,822.979834,2003,
贝宁,204,798.636871,2003,
牙买加,388,781.19675,2003,
越南,887,773.351262,2003,
阿富汗,4,768.259058,2003,
尼加拉瓜,558,730.860767,2003,
乌干达,800,730.066716,2003,
斯威士兰,748,725.5348,2003,
安哥拉,24,712.475148,2003,
马里,466,656.467937,2003,
新喀里多尼亚,540,647.663184,2003,
阿塞拜疆,31,628.419807,2003,
纳米比亚,516,561.33761,2003,
布基纳法索,854,555.963224,2003,
圣马力诺,674,543.233345,2003,
格鲁吉亚,268,520.150071,2003,
马达加斯加,450,519.160479,2003,
尼泊尔联邦民主共和国,524,509.914131,2003,
巴勒斯坦,275,499.3,2003,
赞比亚,894,497.44844,2003,
几内亚,324,495.148501,2003,
埃塞俄比亚,231,480.947942,2003,
塔吉克斯坦,762,470.443484,2003,
前南马其顿,807,441.77103,2003,
马拉维,454,433.297148,2003,
亚美尼亚,51,430.792257,2003,
博茨瓦那,72,428.574086,2003,
澳门,446,376.250999,2003,
赤道几内亚,226,350.910917,2003,
加蓬,266,321.606846,2003,
乍得,148,303.19141,2003,
摩尔多瓦,498,299.782071,2003,
斐济,242,295.138835,2003,
海地,332,279.925346,2003,
法属波利尼西亚,258,276.975252,2003,
苏里南,740,264.400932,2003,
巴巴多斯,52,259.65,2003,
莱索托,426,257.327386,2003,
吉尔吉斯斯坦,417,253.694137,2003,
伊拉克,368,244.256349,2003,
阿尔巴尼亚,8,229.365194,2003,
摩纳哥,492,223.230653,2003,
巴哈马,44,214.05378,2003,
刚果(布),178,210.598648,2003,
老挝,418,197.534535,2003,
多哥,768,174.83456,2003,
尼日尔,562,156.147541,2003,
黑山,499,152.700966,2003,
毛里塔尼亚,478,147.651467,2003,
巴布亚新几内亚,598,143.208479,2003,
蒙古,496,130.938372,2003,
中非,140,127.513877,2003,
卢旺达,646,109.7358,2003,
安道尔,20,87.039533,2003,
厄立特里亚,232,79.190709,2003,
格陵兰,304,78.586168,2003,
阿鲁巴,533,77.608475,2003,
伯利兹,84,76.992999,2003,
塞舌尔,690,75.343748,2003,
圭亚那,328,73.163419,2003,
百慕大,60,71.564885,2003,
布隆迪,108,71.250991,2003,
几内亚比绍,624,65.836165,2003,
萨摩亚,882,58.55229,2003,
佛得角,132,56.809985,2003,
马尔代夫,462,55.752826,2003,
不丹,64,44.741312,2003,
科摩罗,174,38.531217,2003,
塞拉利昂,694,38.23261,2003,
索马里,706,33.146743,2003,
圣基茨和尼维斯,659,31.439941,2003,
圣卢西亚,662,30.422222,2003,
冈比亚,270,28.816346,2003,
圣文森特和格林纳丁斯,670,23.025556,2003,
格林纳达,308,22.981481,2003,
开曼群岛,136,21.16574,2003,
所罗门群岛,90,20.796852,2003,
英属维尔京群岛,92,20.527246,2003,
利比里亚,430,18.572206,2003,
多米尼克,212,18.021852,2003,
汤加,776,16.776238,2003,
安提瓜和巴布达,28,16.311111,2003,
吉布提,262,14.382093,2003,
东帝汶,626,13.376872,2003,
瓦努阿图,548,12.906218,2003,
圣多美和普林西比,678,6.554689,2003,
库克群岛,184,6.014183,2003,
基里巴斯,296,3.858874,2003,
马绍尔群岛,584,2.324348,2003,
帕劳,585,1.192644,2003,
蒙特塞拉特,500,0.540741,2003,
图瓦卢,798,0.223739,2003,
美国,840,1620000,2004,
日本,392,1030000,2004,
中国,156,625000,2004,
德国,276,572000,2004,
意大利,380,286000,2004,
法国,250,263000,2004,
英国,826,245000,2004,
韩国,410,197000,2004,
西班牙,724,155000,2004,
加拿大,124,153000,2004,
墨西哥,484,130000,2004,
印度,356,113000,2004,
巴西,76,101000,2004,
台湾,158,91170.50408,2004,
俄罗斯联邦,643,89920.41889,2004,
荷兰,528,81397.8755,2004,
瑞士,756,74653.31123,2004,
澳大利亚,36,70218.66112,2004,
瑞典,752,69677.90132,2004,
土耳其,792,68582.56143,2004,
印度尼西亚,360,68395.49692,2004,
比利时,56,59333.59409,2004,
奥地利,40,52168.40811,2004,
泰国,764,51184.14705,2004,
芬兰,246,42466.45931,2004,
波兰,616,42237.32505,2004,
爱尔兰,372,40971.48498,2004,
南非,710,38388.20501,2004,
马来西亚,458,37896.57895,2004,
波多黎各,630,34322.4,2004,
丹麦,208,32048.10281,2004,
阿根廷,32,31405.63142,2004,
新加坡,702,30606.51569,2004,
伊朗,364,29841.45759,2004,
捷克,203,27395.05248,2004,
沙特阿拉伯,682,26734.27786,2004,
葡萄牙,620,24675.19944,2004,
挪威,578,22562.04723,2004,
菲律宾,608,21881.90263,2004,
希腊,300,21037.31364,2004,
匈牙利,348,19507.86823,2004,
以色列,376,19110.60752,2004,
委内瑞拉,862,18506.99683,2004,
罗马尼亚,642,15926.03103,2004,
智利,152,15446.16456,2004,
阿联酋,784,15264.28439,2004,
新西兰,554,14913.024,2004,
埃及,818,13609.1784,2004,
巴基斯坦,586,12039.13672,2004,
乌克兰,804,11770.98578,2004,
秘鲁,604,10933.80797,2004,
摩洛哥,504,10596.08502,2004,
斯洛伐克,703,9067.961568,2004,
孟加拉国,50,8658.124413,2004,
尼日利亚,566,8346.944187,2004,
斯洛文尼亚,705,7407.049137,2004,
哈萨克斯坦,398,5745.276583,2004,
克罗地亚,191,5737.676286,2004,
白俄罗斯,112,5630.838356,2004,
厄瓜多尔,218,5524.927,2004,
古巴,192,5262.9,2004,
香港,344,5067.79661,2004,
科威特,414,4940.617577,2004,
突尼斯,788,4919.808418,2004,
多米尼加共和国,214,4797.133567,2004,
危地马拉,320,4525.353156,2004,
斯里兰卡,144,4439.091751,2004,
阿尔及利亚,12,4368.154143,2004,
立陶宛,440,4126.881376,2004,
塞尔维亚,688,3736.515397,2004,
卡塔尔,634,3636.429548,2004,
萨尔瓦多,222,3495.80986,2004,
保加利亚,100,3281.550847,2004,
哥斯达黎加,188,3143.017979,2004,
卢森堡,442,2930.689811,2004,
特立尼达和多巴哥,780,2745.99506,2004,
科特迪瓦,384,2556.575499,2004,
肯尼亚,404,2280.458887,2004,
阿曼,512,2134.549017,2004,
朝鲜,408,2067.212958,2004,
乌拉圭,858,2039.630153,2004,
利比亚,434,1876.4329,2004,
刚果(金),180,1816.630732,2004,
爱沙尼亚,233,1808.315719,2004,
拉脱维亚,428,1780.544632,2004,
约旦,400,1779.971791,2004,
乌兹别克斯坦,860,1770.82259,2004,
洪都拉斯,340,1699.441113,2004,
巴林,48,1586.839258,2004,
黎巴嫩,422,1505.654937,2004,
加纳,288,1432.122855,2004,
文莱,96,1431.674954,2004,
冰岛,352,1421.267007,2004,
塞浦路斯,196,1247.608855,2004,
坦桑尼亚,834,1199.29038,2004,
缅甸,104,1187.739106,2004,
毛里求斯,480,1153.698593,2004,
塞内加尔,686,1126.435473,2004,
安哥拉,24,1102.692818,2004,
多民族玻利维亚国,68,1097.298629,2004,
莫桑比克,508,1049.775541,2004,
波黑,70,1045.491329,2004,
列支敦士登,438,1019.637915,2004,
柬埔寨,116,1002.606909,2004,
巴拉圭,600,987.30563,2004,
叙利亚,760,952.234565,2004,
斯威士兰,748,940.129013,2004,
越南,887,932.183592,2004,
阿富汗,4,916.463715,2004,
新喀里多尼亚,540,883.048672,2004,
乌干达,800,879.822822,2004,
贝宁,204,865.883311,2004,
牙买加,388,836.101408,2004,
津巴布韦,716,805.3,2004,
马耳他,470,800.274778,2004,
尼加拉瓜,558,800.164932,2004,
马里,466,733.988548,2004,
阿塞拜疆,31,719.042674,2004,
纳米比亚,516,700.044567,2004,
伊拉克,368,645.341776,2004,
布基纳法索,854,638.394279,2004,
格鲁吉亚,268,626.483709,2004,
赞比亚,894,626.169552,2004,
圣马力诺,674,614.28634,2004,
尼泊尔联邦民主共和国,524,565.647693,2004,
塔吉克斯坦,762,553.575286,2004,
埃塞俄比亚,231,522.026113,2004,
几内亚,324,499.175646,2004,
博茨瓦那,72,497.51057,2004,
亚美尼亚,51,486.3376,2004,
赤道几内亚,226,481.028762,2004,
巴勒斯坦,275,477.1,2004,
前南马其顿,807,436.734044,2004,
马达加斯加,450,425.865327,2004,
马拉维,454,392.011724,2004,
澳门,446,387.426292,2004,
斐济,242,378.43644,2004,
加蓬,266,377.924931,2004,
摩尔多瓦,498,369.699169,2004,
海地,332,366.351204,2004,
苏里南,740,362.602356,2004,
莱索托,426,337.344196,2004,
吉尔吉斯斯坦,417,337.197815,2004,
法属波利尼西亚,258,304.454747,2004,
乍得,148,300.605105,2004,
阿尔巴尼亚,8,299.825869,2004,
巴巴多斯,52,267.65,2004,
摩纳哥,492,251.689492,2004,
巴哈马,44,243.306219,2004,
老挝,418,238.98295,2004,
刚果(布),178,231.503912,2004,
黑山,499,185.150845,2004,
多哥,768,182.548297,2004,
毛里塔尼亚,478,180.275731,2004,
尼日尔,562,178.136866,2004,
巴布亚新几内亚,598,163.605982,2004,
中非,140,141.386009,2004,
蒙古,496,136.058984,2004,
卢旺达,646,117.759323,2004,
安道尔,20,107.988303,2004,
厄立特里亚,232,95.158658,2004,
格陵兰,304,93.522734,2004,
阿鲁巴,533,83.49162,2004,
伯利兹,84,82.396202,2004,
百慕大,60,78.133818,2004,
圭亚那,328,75.621647,2004,
几内亚比绍,624,71.50499,2004,
塞舌尔,690,64.272727,2004,
萨摩亚,882,62.127395,2004,
马尔代夫,462,59.89096,2004,
佛得角,132,58.797741,2004,
布隆迪,108,58.440076,2004,
不丹,64,50.669352,2004,
科摩罗,174,43.821433,2004,
索马里,706,43.731876,2004,
塞拉利昂,694,37.616229,2004,
圣卢西亚,662,35.462963,2004,
圣基茨和尼维斯,659,32.987896,2004,
冈比亚,270,32.412964,2004,
利比里亚,430,31.768247,2004,
圣文森特和格林纳丁斯,670,26.492222,2004,
所罗门群岛,90,23.461057,2004,
开曼群岛,136,22.254093,2004,
英属维尔京群岛,92,20.549644,2004,
格林纳达,308,20.137037,2004,
汤加,776,18.665396,2004,
安提瓜和巴布达,28,17.066667,2004,
多米尼克,212,16.966667,2004,
吉布提,262,15.428678,2004,
瓦努阿图,548,14.724036,2004,
东帝汶,626,11.547059,2004,
库克群岛,184,7.19639,2004,
圣多美和普林西比,678,6.381956,2004,
基里巴斯,296,4.534657,2004,
马绍尔群岛,584,3.653988,2004,
帕劳,585,1.502,2004,
蒙特塞拉特,500,0.57037,2004,
图瓦卢,798,0.203714,2004,
美国,840,1700000,2005,
日本,392,1030000,2005,
中国,156,734000,2005,
德国,276,581000,2005,
意大利,380,288000,2005,
法国,250,263000,2005,
英国,826,251000,2005,
韩国,410,229000,2005,
加拿大,124,163000,2005,
西班牙,724,163000,2005,
墨西哥,484,138000,2005,
印度,356,135000,2005,
巴西,76,131000,2005,
俄罗斯联邦,643,120000,2005,
台湾,158,96997.27081,2005,
荷兰,528,85161.41869,2005,
土耳其,792,84784.15746,2005,
瑞士,756,78062.06797,2005,
澳大利亚,36,75550.22121,2005,
印度尼西亚,360,74340.91427,2005,
瑞典,752,70343.07325,2005,
比利时,56,61096.72686,2005,
泰国,764,56405.16299,2005,
奥地利,40,55002.88514,2005,
波兰,616,49367.2764,2005,
芬兰,246,43449.98259,2005,
南非,710,41909.30017,2005,
爱尔兰,372,41470.17858,2005,
马来西亚,458,39543.27309,2005,
阿根廷,32,36794.94701,2005,
波多黎各,630,35580.8,2005,
伊朗,364,34061.78042,2005,
新加坡,702,33813.01642,2005,
丹麦,208,31829.05863,2005,
捷克,203,31395.03772,2005,
沙特阿拉伯,682,31348.72805,2005,
挪威,578,25189.60031,2005,
菲律宾,608,24792.27788,2005,
葡萄牙,620,24778.59275,2005,
委内瑞拉,862,21940.61491,2005,
匈牙利,348,21355.07372,2005,
希腊,300,21275.32126,2005,
罗马尼亚,642,20939.55475,2005,
以色列,376,20619.72137,2005,
智利,152,17272.88701,2005,
阿联酋,784,17185.5287,2005,
新西兰,554,16662.98831,2005,
乌克兰,804,16516.58068,2005,
埃及,818,15540.15656,2005,
巴基斯坦,586,14842.5138,2005,
秘鲁,604,12592.53453,2005,
尼日利亚,566,11131.05797,2005,
摩洛哥,504,10475.15103,2005,
斯洛伐克,703,10236.43179,2005,
孟加拉国,50,9139.982566,2005,
斯洛文尼亚,705,7526.378705,2005,
白俄罗斯,112,7434.925272,2005,
哈萨克斯坦,398,6878.485852,2005,
多米尼加共和国,214,6527.407947,2005,
克罗地亚,191,6008.461626,2005,
古巴,192,5923.026687,2005,
科威特,414,5866.438356,2005,
厄瓜多尔,218,5864.209,2005,
斯里兰卡,144,5465.523418,2005,
香港,344,5097.634151,2005,
危地马拉,320,5089.282703,2005,
突尼斯,788,5051.350226,2005,
立陶宛,440,4769.65406,2005,
阿尔及利亚,12,4601.340228,2005,
卡塔尔,634,4392.35244,2005,
保加利亚,100,4017.829917,2005,
塞尔维亚,688,3784.523869,2005,
萨尔瓦多,222,3648.128583,2005,
特立尼达和多巴哥,780,3401.190824,2005,
哥斯达黎加,188,3381.006266,2005,
卢森堡,442,2959.942546,2005,
肯尼亚,404,2797.020764,2005,
科特迪瓦,384,2705.911285,2005,
阿曼,512,2679.448213,2005,
乌拉圭,858,2578.823952,2005,
乌兹别克斯坦,860,2550.528842,2005,
朝鲜,408,2476.131803,2005,
利比亚,434,2393.588031,2005,
爱沙尼亚,233,2063.536058,2005,
巴林,48,2041.097104,2005,
刚果(金),180,1962.617182,2005,
拉脱维亚,428,1950.567652,2005,
约旦,400,1935.345557,2005,
洪都拉斯,340,1862.025478,2005,
加纳,288,1713.358499,2005,
文莱,96,1605.706246,2005,
黎巴嫩,422,1581.512438,2005,
缅甸,104,1527.341317,2005,
安哥拉,24,1446.628304,2005,
冰岛,352,1439.6237,2005,
坦桑尼亚,834,1300.228862,2005,
塞浦路斯,196,1271.642488,2005,
塞内加尔,686,1139.657141,2005,
柬埔寨,116,1120.456933,2005,
波黑,70,1115.856473,2005,
多民族玻利维亚国,68,1110.271585,2005,
毛里求斯,480,1096.106056,2005,
斯威士兰,748,1085.301499,2005,
越南,887,1082.287619,2005,
莫桑比克,508,1073.539913,2005,
列支敦士登,438,1066.774905,2005,
巴拉圭,600,1038.338502,2005,
阿富汗,4,1033.437765,2005,
乌干达,800,1028.511673,2005,
贝宁,204,931.546306,2005,
新喀里多尼亚,540,917.442125,2005,
牙买加,388,871.574676,2005,
阿塞拜疆,31,859.299719,2005,
尼加拉瓜,558,843.645893,2005,
赞比亚,894,819.893817,2005,
马耳他,470,808.994128,2005,
马里,466,808.166343,2005,
格鲁吉亚,268,775.384446,2005,
纳米比亚,516,762.338129,2005,
叙利亚,760,718.993387,2005,
亚美尼亚,51,665.391355,2005,
伊拉克,368,659.667799,2005,
尼泊尔联邦民主共和国,524,628.92353,2005,
圣马力诺,674,618.815483,2005,
巴勒斯坦,275,609.3,2005,
前南马其顿,807,606.671376,2005,
赤道几内亚,226,586.179911,2005,
埃塞俄比亚,231,577.745768,2005,
布基纳法索,854,577.394112,2005,
塔吉克斯坦,762,527.856509,2005,
博茨瓦那,72,491.546377,2005,
马达加斯加,450,486.35049,2005,
苏里南,740,483.635272,2005,
加蓬,266,433.102934,2005,
几内亚,324,416.043327,2005,
海地,332,415.103649,2005,
摩尔多瓦,498,390.651944,2005,
澳门,446,377.353093,2005,
马拉维,454,375.903539,2005,
斐济,242,364.523479,2005,
津巴布韦,716,361.562,2005,
乍得,148,360.533622,2005,
阿尔巴尼亚,8,356.374257,2005,
莱索托,426,331.450518,2005,
吉尔吉斯斯坦,417,314.495091,2005,
法属波利尼西亚,258,290.296675,2005,
巴巴多斯,52,267.95,2005,
老挝,418,263.751911,2005,
摩纳哥,492,246.787289,2005,
刚果(布),178,243.427024,2005,
巴哈马,44,235.240779,2005,
多哥,768,207.681358,2005,
黑山,499,189.145726,2005,
尼日尔,562,186.454862,2005,
巴布亚新几内亚,598,186.000824,2005,
毛里塔尼亚,478,185.132786,2005,
蒙古,496,178.973289,2005,
卢旺达,646,170.305027,2005,
中非,140,156.961138,2005,
布隆迪,108,132.778321,2005,
安道尔,20,112.508083,2005,
格陵兰,304,100.351681,2005,
圭亚那,328,89.183154,2005,
阿鲁巴,533,86.212291,2005,
伯利兹,84,86.1325,2005,
塞舌尔,690,80.363636,2005,
百慕大,60,80.209716,2005,
几内亚比绍,624,75.291751,2005,
厄立特里亚,232,75.001305,2005,
萨摩亚,882,68.195316,2005,
佛得角,132,61.108188,2005,
不丹,64,58.297019,2005,
马尔代夫,462,54.618363,2005,
索马里,706,50.422097,2005,
科摩罗,174,43.816842,2005,
圣卢西亚,662,42.114815,2005,
冈比亚,270,41.474087,2005,
塞拉利昂,694,41.077456,2005,
