cus,cus_code,mon,cus_simple,mon_axis,influence_i,contribution_h_i,contribution_t_i,sum_time_i,sum_time_change_h_i,sum_time_change_t_i,influence_e,contribution_h_e,contribution_t_e,sum_time_e,sum_time_change_e,sum_time_change_t_e,time_i,time_e,time_paperless_i,time_paperless_e,time_paper_i,time_paper_e,time_pre_declare_i,time_pre_declare_e,time_normal_declare_i,time_normal_declare_e,time_man_examine_i,time_man_examine_e,time_com_examine_i,time_com_examine_e,time_check_i,time_check_e,time_nocheck_i,time_nocheck_e,time_tax_i,time_tax_e,time_notax_i,time_notax_e,passtime_man_examine_i,passtime_man_examine_e,passtime_check_i,passtime_check_e,passtime_bill_i,passtime_bill_e,passtime_tax_i,passtime_tax_e,passtime_etax_i,passtime_etax_e,passtime_no_etax_i,passtime_no_etax_e,time_without_pct1_i,time_without_pct5_i,time_without_pct10_i,time_pct1_i,time_pct5_i,time_pct10_i,time_without_pct1_e,time_without_pct5_e,time_without_pct10_e,time_pct1_e,time_pct5_e,time_pct10_e,num_all_i,num_all_e,rate24_i,rate24_e
泉晋江办,3723,201608,晋江,1608,2.147582382,2.963678396,0.594059698,9015.3,-382.03,-1851.1,6.556210922,-29.19030921,-40.51770348,12885,4670.07,9554.35,12.15,3,10.7,3,145.68,1.87,17.37,1.41,11.87,3.01,0,0,0,0,54.37,13.11,4.8,2.79,11.2,0,19.33,3,3.38,1.43,11.42,5.3,4.92,2.99,4.83,71.63,4.5,0,11.98,71.63,9.29,6.47,4.96,312.96,120.5,77.04,2.75,2.14,1.34,28.18,19.41,17.95,742,4295,86.66,99.6
泉晋江办,3723,201609,晋江,1609,8.468564683,-101.4676009,-94.04280506,37966.32,28951.02,11900.28,6.253765426,7.181893501,-27.33178387,8285.51,-4599.49,4745.03,58.59,2.51,52.24,2.5,463.27,2.94,183.52,0,55.63,2.53,0,0,0,0,148.54,11.59,45.55,2.29,42.16,0,205.91,2.51,3,0.87,9.43,3.57,10.87,2.58,35.59,0,36.09,0,16.38,0,21.34,9.26,5.85,4044,1008.14,539.79,2.25,1.6,0.95,27.48,19.66,16.5,648,3301,84.1,99.76
泉晋江办,3723,201610,晋江,1610,2.298444402,26.89357343,43.72295072,7719.36,-30246.96,-8932.73,13.19125344,-1571.471925,-98.78634131,17554.68,9269.17,13492.93,11.22,4.03,11.11,4.03,20.52,3.8,40.37,0.18,9.66,4.05,0,0,0,0,47.57,12.09,6.23,3.85,9.88,0,24.48,4.03,3.04,1.44,4.65,4.95,19.66,4.08,12.77,0,12.76,0,13.43,0,9.11,6.99,5.76,251.35,92.51,60.97,3.7,2.99,2.21,37.27,23.91,20.46,688,4356,87.65,98.97
泉晋江办,3723,201611,晋江,1611,2.467284508,-3.221957231,1.544611208,10140.3,2420.94,-1564.44,9.490501148,63.13926634,-118.4526735,13273.32,-4281.36,8099.32,11.86,3.18,11.38,3.17,45.65,6.6,26.53,0,10.99,3.19,0,0,0,0,34.47,10.77,8.24,3,10.88,0,21.26,3.18,3.53,1.46,5.22,4.17,5.34,3.19,3.36,0,3.16,0,10.89,0,10.42,7.6,6.09,165.23,94.49,64.15,2.96,2.36,1.57,25.36,18.88,17.7,855,4174,83.86,99.62
泉晋江办,3723,201612,晋江,1612,4.612356666,-393.5791005,0.412095626,18854.22,8713.92,-179.06,6.91321709,6.049808498,-100.6162,11591.08,-1682.24,6933.08,22.26,2.93,15.93,2.9,686.76,9.28,19.78,142.34,22.4,2.43,0,0,0,0,43.25,11.28,17.56,2.68,13.79,0,68.97,2.93,5.3,1.45,11.86,5.1,5.56,2.3,3.67,0,3.59,0,5.56,0,13.4,10.46,8.63,951.65,248.4,146.11,2.19,1.57,1.17,77.01,28.77,18.89,847,3956,78.98,99.52
泉晋江办,3723,201701,晋江,1701,3.20039918,11.7795577,31.98798612,10929.36,-7924.86,-8614,6.203558973,-2.989962337,-34.27719954,12698.13,1107.05,8850.63,16.12,3.11,15.96,3.11,52.46,3.68,8.52,0,16.23,3.15,15.88,5.74,16.55,3.1,56.9,11.02,9.23,2.92,14.33,0,39.57,3.11,5.28,1.7,26.97,3.59,6.81,3.18,4.2,3.8,3.12,0,138.9,3.8,12.77,9.07,7.68,391.33,153.95,93.05,2.89,2.28,1.56,25.37,18.84,17.12,678,4083,80.09,99.29
泉晋江办,3723,201702,晋江,1702,2.684291049,12.4360674,-2.107403398,8681.7,-2247.66,2387.95,3.788885935,8.177575259,3.418600247,3488.4,-9209.73,-1018.2,12.9,2.16,12.35,2.16,136.45,0.53,39.02,0,11.72,2.18,14.85,3.27,10.02,2.14,47.44,11.83,8.31,1.88,12.64,0,16.48,2.16,3.27,0.67,7.55,4.29,21.87,2.26,12.63,0,12.19,0,81.48,0,10.49,7.78,6.21,280.39,112.28,73.43,1.94,1.32,1.01,23.96,18.28,12.6,673,1615,84.84,99.5
泉晋江办,3723,201703,晋江,1703,3.609349706,-5.157003004,-5.313553676,18651.08,9969.38,6264.98,4.912656208,-6.098066767,-4.416688868,8810.9,5322.5,676.4,22.58,2.05,22.03,2.05,87.16,0.47,29.44,0,22.2,2.05,18.6,2.1,29.49,2.05,47.8,11.42,18.3,1.68,15.08,0,113.43,2.05,5.01,0.92,5.68,5.97,18.14,1.85,11.74,0,10.76,0,68.31,0,14.24,10.24,8.06,875.23,258.86,154.34,1.78,1.38,1.22,29.43,14.8,9.54,826,4298,79.06,99.58
泉晋江办,3723,201704,晋江,1704,2.095265997,8.435877554,26.44578865,8241.72,-10409.36,-8438.83,5.736788236,-1.238713867,2.168213639,9073.38,262.48,-1393.69,11.91,1.94,11.94,1.92,7.18,12.02,18.51,0,11.55,1.94,15.03,1.59,6.63,1.95,42.96,12.55,6.79,1.67,11.62,67.42,15.84,1.93,3.69,1.06,5.89,3.75,21.49,1.79,9.58,67.35,9.59,67.35,8.84,0,10.64,8.12,6.39,156.86,85.26,61.73,1.67,1.36,1.24,29.2,13.03,8.26,692,4677,83.24,99.62
泉晋江办,3723,201705,晋江,1705,3.754958095,-9.02316192,58.91938059,19423.28,11181.56,-17970.47,9.367874341,-288.8491357,-7.968757912,14635.95,5562.57,3163.11,25.03,2.63,23.73,2.62,124.48,8.46,13.07,1.33,25.82,2.64,17.81,1.75,36.5,2.64,121.11,12.75,7.28,2.36,16.28,0,116.14,2.63,3.2,1.7,25.72,4.05,19.63,2.53,9.77,0,9.5,0,57.55,0,13.87,9.46,6.86,1251.55,327.41,189.98,2.38,1.75,1.29,28.16,19.38,14.69,776,5565,81.06,99.55
驻国际邮轮港办事处,37AO,201401,邮轮办,1401,0.200405774,0,0,2069.1,0,0,0.037764335,0,0,227.76,0,0,18.15,2.19,0,0,18.15,2.19,3.46,0,19.72,2.19,26.71,0,16.54,2.19,110.97,15.64,16.49,1.65,23.07,0,16.47,2.19,5.41,0,37.88,6.88,8.61,3.55,12.03,0,9.74,0,20.79,0,16.86,12.01,7.2,163.88,151.92,120.65,1.79,1.22,1.03,43.58,21.41,13.07,114,104,80.7,99.04
驻国际邮轮港办事处,37AO,201402,邮轮办,1402,0.000966276,1.007703892,0,8,-2061.1,0,0.241046959,-0.065127428,0,488.55,260.79,0,2,162.85,0,0,2,162.85,0,0,2,162.85,5.26,0,0.91,162.85,0,0,2,162.85,2.52,0,0.42,162.85,0.26,0,0,0,1.27,0.34,1.29,0,1.29,0,0,0,2,2,2,0,0,0,162.85,162.85,162.85,0,0,0,4,3,100,0
驻国际邮轮港办事处,37AO,201403,邮轮办,1403,0.151876476,-0.941731985,0,1497.66,1489.66,0,0.085674835,0.355197786,0,234.84,-253.71,0,13.74,2.28,3.66,2.32,44.37,2.04,1.47,0,13.97,2.28,24.95,0,12.74,2.28,77.58,21.87,8.69,0.63,48.7,0,3.34,2.28,0.7,0,41,3.47,15.83,6.84,28.31,0,30.7,0,20.74,0,10.35,5.31,2.74,379.88,189.23,122.65,1.41,0.5,0.16,90.97,37.06,21.94,109,103,87.16,97.09
驻国际邮轮港办事处,37AO,201404,邮轮办,1404,0.153022261,-0.161458539,0,1713.9,216.24,0,0.049214677,0.429259343,0,145.18,-89.66,0,11.82,1.22,4.41,0.92,26.33,2.94,3.79,0,11.93,1.22,23.82,1.25,8.82,1.22,70.55,11.28,8.39,0.69,21.05,1.25,7.11,1.22,1.3,0.99,27.3,4.1,11,3.15,19.29,0.16,19.62,0.16,3.26,0,10.57,6.11,4.18,192.09,124.46,83.35,1.02,0.52,0.3,24.58,17.27,10.3,145,119,86.21,99.16
驻国际邮轮港办事处,37AO,201405,邮轮办,1405,0.150366205,0.230817535,0,1628.55,-85.35,0,0.036665227,3.44338115,0,108.55,-36.63,0,9.87,0.65,3.59,0.46,28.25,3.42,1.6,0,9.97,0.65,21.56,0,7.48,0.65,56.81,9.15,6.84,0.44,16.75,0,6.7,0.65,2.34,0,16.71,2.48,9.61,2,115.25,0,120.57,0,28.35,0,6.99,3.46,1.94,481.38,135.52,83.64,0.5,0.2,0.1,25.65,9.64,5.85,165,167,91.52,98.8
驻国际邮轮港办事处,37AO,201406,邮轮办,1406,0.168412067,0.113968942,0,1219.41,-409.14,0,0.745739069,-6.572658494,0,1993.9,1885.35,0,7.97,15.7,6.85,16.79,10.93,1.42,0,0,8.02,15.7,13.57,0,6.77,15.7,58.78,10.42,4.03,16.01,15.17,0,3.7,15.7,0.31,0,16.26,8.69,3.83,3.83,9.79,0,10.16,0,3.08,0,6.59,3.43,1.86,217.7,102.64,64.19,1.35,0.38,0.13,1823.3,324.63,164.93,153,127,90.85,96.06
驻国际邮轮港办事处,37AO,201407,邮轮办,1407,0.167041407,0.247966366,0,1189,-30.41,0,0.039434873,6.527641829,0,93.96,-1899.94,0,8.2,0.81,3.39,0.75,21.74,1.36,0,0,8.2,0.81,7.97,3.86,8.24,0.76,73.79,11.21,3.86,0.44,19.16,0,2.6,0.81,0.36,0.42,14.11,8.2,3.05,0.99,15.88,0,15.88,0,0,0,5.91,3.2,2.06,337.26,106.65,65.67,0.57,0.38,0.18,28.61,10.35,6.8,145,116,91.03,99.14
驻国际邮轮港办事处,37AO,201408,邮轮办,1408,0.212074003,-0.083907398,0,1279.87,90.87,0,0.18219074,-21.32578277,0,437.03,343.07,0,9.77,3.19,7.56,0.87,15.19,32.72,0,0,9.84,3.19,9.78,0,9.77,3.19,84.28,48.5,3.61,0.38,22.04,312.43,3.13,0.92,0.13,0,35.15,17.91,5.82,0.96,10.29,168.62,10.29,168.62,0,0,7.07,3.67,2.45,360.13,136.74,76.25,0.92,0.42,0.2,312.43,63.64,31.68,131,137,91.6,97.81
驻国际邮轮港办事处,37AO,201409,邮轮办,1409,0.240385442,-0.439804027,0,1656.69,376.82,0,0.038487996,0.620809737,0,69.54,-367.49,0,11.27,0.61,2.31,0.6,38.9,0.95,0.44,0,11.73,0.61,39.78,1.29,7.29,0.59,66.37,2.74,6.82,0.55,16.34,0,9.69,0.61,0.38,0.28,25.97,1.19,4.54,1.4,13.63,0,11.43,0,50,0,8.26,3.89,1.97,451.36,158.94,99.7,0.36,0.23,0.11,28.67,8.92,5.26,147,114,89.8,99.12
驻国际邮轮港办事处,37AO,201410,邮轮办,1410,0.052193884,2.857580404,0,335.58,-1321.11,0,0.130527492,-25.81238982,0,235,165.46,0,3.29,1.88,1.8,1.46,12.63,27.49,0.11,0,4.43,1.88,6.47,8.09,3.12,1.4,16.36,9.41,2.17,1.56,7.52,0.78,2.67,1.89,4.77,0.6,4.18,5.66,2.69,4.02,2.14,0.15,2.14,0.15,0,0,2.79,1.88,0.77,53.2,30.52,26.46,1.46,0.71,0.29,54.09,25,16.82,102,125,95.1,99.2
驻国际邮轮港办事处,37AO,201411,邮轮办,1411,0.168869149,-0.335543122,0,834.6,499.02,0,0.068047643,0.415790004,0,100.5,-134.5,0,6.42,0.67,2.4,0.64,27.26,2.28,2.09,0,6.52,0.67,13.68,0.27,5.54,0.68,49.75,9.77,3.58,0.36,20.67,0,1.57,0.67,1.73,0.09,34.62,4.51,4.58,1.25,9.83,0,10.12,0,0.79,0,4.95,2.5,1.27,195.25,87.48,52.75,0.51,0.16,0.07,24.86,11.16,6.12,130,150,93.08,98.67
驻国际邮轮港办事处,37AO,201412,邮轮办,1412,0.265931954,-0.907482666,0,1513.16,678.56,0,0.140611822,-1.160919825,0,222.44,121.94,0,8.36,1.34,5.88,1.19,17.1,9.64,3.75,0,8.41,1.34,11.52,4.11,7.92,1.19,97.12,11.4,4.79,0.63,19.8,0,4.46,1.34,0.31,0.5,43.99,4.32,3.8,1.22,15.8,0,14.82,0,37.4,0,6.5,2.7,1.62,343.3,116.56,69.4,1.17,0.61,0.41,29.32,15.87,10.11,181,166,93.37,98.19
驻国际邮轮港办事处,37AO,201501,邮轮办,1501,0.301814736,-1.920105168,0.080293388,1689.6,176.44,-379.5,0.170630537,-0.306877487,-0.024786614,329.4,106.96,101.64,10.24,1.8,5.62,1.81,19.47,1.21,0,0,10.24,1.8,28.23,6.73,7.03,1.51,65.65,14.43,6.66,1.3,23.46,0,3.26,1.8,1.47,0.37,25.82,7.03,6.56,2.12,15.96,0,15.96,0,0,0,9.24,4.46,2.72,173.94,123.7,80.29,1.67,0.84,0.45,24.49,20.38,14.19,165,183,92.12,98.91
驻国际邮轮港办事处,37AO,201502,邮轮办,1502,0.173533214,0.545732431,-0.136349122,636.64,-1052.96,628.64,0.151821319,6.482496529,2.142947585,293.92,-35.48,-194.63,6.92,1.76,6.72,1.62,7.53,7.76,0,0,6.92,1.76,12.48,2.43,5.66,1.74,68.8,13.86,1.82,1.31,20.64,0,0.28,1.76,1.22,0.46,32.56,3.1,2.41,2.34,20.46,0,21.17,0,0,0,6.92,2.13,0.99,0,112.15,61.56,1.6,0.72,0.36,29.58,22.52,14.99,92,167,93.48,98.2
驻国际邮轮港办事处,37AO,201503,邮轮办,1503,0.050118475,0.561189048,0.234178845,220.99,-415.65,-1276.67,0.067322191,0.240938742,0.0961122,66.9,-227.02,-167.94,4.51,2.23,3.62,0.45,7.58,13.79,0,0,4.51,2.23,14,0,1.76,2.23,16.15,27.46,4.01,0.42,9.15,0,1.03,2.23,0.25,0,1.26,5.2,6.94,3.23,5.15,0,5.15,0,0,0,4.51,2.79,1.79,0,45.01,35.09,2.23,0.61,0.35,0,49.12,19.09,49,30,91.84,96.67
驻国际邮轮港办事处,37AO,201504,邮轮办,1504,0.459419508,-54.73066641,-0.048406824,2041.02,1820.03,327.12,0.131458349,-0.40700741,-0.009194703,161.04,94.14,15.86,13.34,0.88,7.74,0.87,23.9,2.77,505.71,0,6.82,0.88,9.55,7.79,14.12,0.72,91.08,9.53,9.05,0.48,8.54,0,16.53,0.88,1.37,0.49,72.4,3.41,3.5,0.78,6.21,0,6.21,0,0,0,6.78,1.91,0.9,1011.43,251.81,127.76,0.72,0.32,0.21,29.5,11.66,6.97,153,183,95.42,98.91
驻国际邮轮港办事处,37AO,201505,邮轮办,1505,0.218370052,7.118189339,0.105806715,936.24,-1104.78,-692.31,0.375275124,-57.94056777,-0.200641617,457.8,296.76,349.25,6.64,2.18,7.01,2.13,5.82,3.51,0,0,6.64,2.18,4.13,0.67,6.92,2.24,70.55,28.63,2.8,1.13,13.49,0,2.13,2.18,0.85,0.44,44.14,23.6,3.9,2.07,8.11,0,8.11,0,0,0,5.35,2.95,1.77,186.88,77.35,50.88,1.17,0.64,0.37,106.93,32.95,18.43,141,210,92.2,98.57
驻国际邮轮港办事处,37AO,201506,邮轮办,1506,0.735644679,-14.99985528,-0.732362302,3268.38,2332.14,2048.97,0.156215863,23.40917108,1.24893378,192.34,-265.46,-1801.56,17.86,1.18,19.48,1.19,9.94,0.59,4.94,0,17.93,1.18,5.39,0.4,19.22,1.19,115.95,10.8,6.5,0.62,31.11,0,4.47,1.18,2.64,0.39,93.7,2.33,6.86,1.53,21.16,0,21.16,0,0,0,13.98,5.92,4.08,725.32,248.76,144.17,1,0.52,0.35,29.81,14,8.84,183,163,89.62,99.39
驻国际邮轮港办事处,37AO,201507,邮轮办,1507,0.623384371,1.757456776,-0.419421212,2495.46,-772.92,1306.46,0.141862992,0.124500716,-0.083054343,184.08,-8.26,90.12,11.94,1.77,11.75,1.77,15.53,0,0,0,11.94,1.77,6.76,0.92,13.37,1.8,141.49,39.51,6.11,0.65,13.22,0,10.29,1.77,0.91,0.92,119.28,7.73,8.84,1.66,5.85,0,5.85,0,0,0,7.76,5.16,4.18,445.28,146.85,85.34,0.88,0.43,0.29,93.3,28.28,15.76,209,104,93.78,99.04
驻国际邮轮港办事处,37AO,201508,邮轮办,1508,0.133164249,0.459557402,0.23920856,973.95,-1521.51,-305.92,0.125446284,-0.076126054,0.328833434,216.96,32.88,-220.07,4.53,1.13,4.49,1.11,5.26,2.04,0,0,4.53,1.13,5.29,0.16,4.16,1.15,39.66,13.66,3,0.79,6.12,0,2.56,1.13,0.51,0.16,16.69,7.55,4.31,1.46,1.85,0,1.85,0,0,0,3.67,2.73,1.96,96.22,41.54,28.28,0.98,0.45,0.22,28.34,14.86,9.42,215,192,96.28,99.48
驻国际邮轮港办事处,37AO,201509,邮轮办,1509,0.196279748,0.025571779,0.329478687,904.8,-69.15,-751.89,0.149199813,0.078152252,-0.155952003,171.77,-45.19,102.23,4.35,0.89,4,0.88,10.11,3.03,0,0,4.35,0.89,5.64,0.31,3.9,0.89,73.1,5.56,2.66,0.86,5.39,0,3.36,0.89,0.79,0.31,10.64,1.38,7.12,1.9,2.27,0,2.27,0,0,0,2.86,1.97,1.49,158.11,51.58,31.32,0.77,0.4,0.23,22.83,10.85,6.88,208,193,98.56,100
驻国际邮轮港办事处,37AO,201510,邮轮办,1510,0.195844974,0.197759333,-0.126341669,697.76,-207.04,362.18,0.147965809,-0.114865132,0.096174118,176.7,4.93,-58.3,3.56,1.14,3.1,1.12,9.12,3.07,0,0,3.56,1.14,5.86,0.15,2.57,1.17,18.59,12.78,3.01,0.99,5.88,0,1.51,1.14,1.68,0.14,10.39,1.32,12.94,2.31,7.14,0,7.14,0,0,0,3.33,2.41,1.46,48.75,27.52,23.17,0.99,0.52,0.34,24.39,14.31,8.61,196,155,97.96,99.35
驻国际邮轮港办事处,37AO,201511,邮轮办,1511,0.794267968,-3.783426559,-0.880815139,2459.9,1762.14,1625.3,0.087772995,0.175751692,-2.842943946,128.76,-47.94,28.26,14.47,1.11,12.92,1.08,39.31,1.77,0,0,14.47,1.11,15.92,0.1,13.83,1.13,50.62,6.14,11.48,1.06,20.12,0,7.31,1.11,6.87,0.1,34.13,5.72,6.5,1.63,10,0,10,0,0,0,12.42,5.13,3.77,360.35,203.62,110.8,0.94,0.56,0.43,20.24,13.11,7.59,170,116,91.76,100
驻国际邮轮港办事处,37AO,201512,邮轮办,1512,0.23683009,2.867204232,0.318130378,865.2,-1594.7,-647.96,0.074315092,0.065917143,3.989924433,119.48,-9.28,-102.96,5.15,1.16,5.21,1.11,3.13,2.49,5.49,0,5.14,1.16,10.59,0.29,3.27,1.17,25.31,6.52,2.58,1.06,8.91,0,1.64,1.16,0.5,0.29,8.31,5.23,4.9,1.69,2.06,0,2.06,0,0,0,4.74,3.19,2.08,73.49,44.33,34.29,0.94,0.73,0.56,24.09,9.66,6.76,168,103,91.67,99.03
驻国际邮轮港办事处,37AO,201601,邮轮办,1601,0.205320871,0.432122214,0.42558678,645.88,-219.32,-1043.72,0.083171997,-0.161864162,1.273981936,148.77,29.29,-180.63,4.82,0.87,4.89,0.7,2.74,8.18,0,0,4.86,0.87,16,0.3,2.86,0.9,19.48,25.45,2.98,0.73,8.9,0,2.24,0.87,1.94,0.3,4.38,2.2,4.09,1.45,0.85,0,0.85,0,0,0,4.49,3.34,2.16,48.61,36.57,29.62,0.73,0.48,0.33,25.45,8.82,5.77,134,171,94.78,99.42
驻国际邮轮港办事处,37AO,201602,邮轮办,1602,0.125655746,0.365565678,0.237707768,264.02,-381.86,-372.62,0.037840553,0.180051879,0.345415416,46.11,-102.66,-247.81,3.07,0.87,2.58,0.88,13.1,0.24,0,0,3.22,0.87,20.44,0.74,1.53,0.87,0,0,3.07,0.87,15.12,0,0.52,0.87,13.95,0.74,0,0,5.26,2.67,0.97,0,0.97,0,0,0,3.07,1.27,0.47,0,39.96,28.36,0.87,0.44,0.25,0,11.86,6.89,86,53,97.67,100
驻国际邮轮港办事处,37AO,201603,邮轮办,1603,0.341767964,-0.582373952,-2.713021128,1363.1,1099.08,1142.11,0.045703271,-0.068416187,-0.012479989,74.97,28.86,8.07,15.85,1.19,15.88,1.15,15.5,3.92,2.18,0,16.51,1.19,20.75,0.99,14.46,1.21,289.08,6.64,5.97,1.11,13.87,0,17.48,1.19,3.13,0.29,211.74,5.07,10.97,1.78,8.11,0,8.11,0,0,0,15.85,4.07,2.69,0,257.24,144.13,1.19,0.74,0.55,0,10.17,7.3,86,63,90.7,100
驻国际邮轮港办事处,37AO,201604,邮轮办,1604,0.301627594,0.304295909,3.99092054,1282.7,-80.4,-758.32,0.061715635,-0.106689396,0.023775002,137.28,62.31,-23.76,10.1,0.96,8.29,0.76,24.71,4.33,2.88,0,10.16,0.96,16.9,0.66,8.68,0.96,32.24,0,9.2,0.96,12.7,0,8.53,0.96,2.05,0.66,3.31,0,10.22,2.09,2.58,0,2.57,0,3.09,0,7.49,3.98,2.84,338.88,133.52,79.69,0.82,0.5,0.36,20.47,9.87,6.41,127,143,92.91,100
驻国际邮轮港办事处,37AO,201605,邮轮办,1605,0.057612411,1.629409686,1.130104923,280.44,-1002.26,-655.8,0.083627045,-0.1002258,0.397557769,163.85,26.57,-293.95,2.28,1.45,2.04,1.41,9.47,3.43,0,0,2.28,1.45,7.69,2.08,1.59,1.42,20.96,38.96,1.65,0.77,5.32,0,1.07,1.45,1.02,2.07,3.83,2.52,4.08,1.68,0.85,0,0.85,0,0,0,2.05,1.07,0.67,30.48,25.9,17.17,0.78,0.56,0.44,75.84,20.73,10.84,123,113,96.75,99.12
驻国际邮轮港办事处,37AO,201606,邮轮办,1606,0.214259332,-4.91841018,8.170710165,1011.12,730.68,-2257.26,0.053507308,0.381862452,0.177121233,95.22,-68.63,-97.12,7.66,0.69,6.96,0.67,53.09,2.2,0,0,7.66,0.69,0,0,0,0,43.02,4.69,5.98,0.6,15.99,0,2.07,0.69,3.73,0.9,12.42,0.73,3.24,1.26,5.49,0,5.59,0,0,0,6.38,2.84,1.64,175.37,108.95,62.75,0.56,0.41,0.28,18.73,6.85,4.64,132,138,92.42,100
驻国际邮轮港办事处,37AO,201607,邮轮办,1607,0.183879043,0.404391645,26.51574014,748.2,-262.92,-1747.26,0.052345146,0.027955737,0.176430618,94.5,-0.72,-89.58,6.45,0.75,5.75,0.68,25.95,2.05,0,0.95,6.45,0.75,0,0,0,0,44.59,3.76,5.44,0.68,17.43,0,1.1,0.75,7.36,2.06,11.43,1.51,7.34,1.16,4.92,0,4.92,0,0,0,5.24,3.35,2.18,145.1,75.21,47.22,0.7,0.58,0.45,7.74,4.3,3.65,116,126,93.97,100
驻国际邮轮港办事处,37AO,201608,邮轮办,1608,0.09283012,2.78121703,0.187502198,389.69,-358.51,-584.26,0.16241696,-1.404489115,-0.433575283,319.2,224.7,102.24,2.93,2.8,2.75,2.23,8.67,18.49,0,0,2.93,2.8,0,0,0,0,19.03,62.13,2.56,1.2,7.51,0,0.35,2.8,1.12,1.33,2.75,56.95,2.95,2.19,1.45,0,1.45,0,0,0,2.38,1.61,1,76.03,30.95,20.78,1.29,0.56,0.42,173.27,51.71,25.1,133,114,98.5,98.25
驻国际邮轮港办事处,37AO,201609,邮轮办,1609,0.054090756,0.515871848,5.233872631,242.5,-147.19,-662.3,0.061273317,0.371657356,0.521806248,81.18,-238.02,-90.59,2.5,0.66,2.25,0.59,14.33,2.24,0,0,2.5,0.66,0,0,0,0,0,6.76,2.5,0.61,10.25,0,0.09,0.66,0.65,0.93,0,2.45,2.67,1.14,7.16,0,7.16,0,0,0,2.5,0.66,0.33,0,45.08,23.68,0.52,0.36,0.26,18.04,6.46,4.39,97,123,97.94,100
驻国际邮轮港办事处,37AO,201610,邮轮办,1610,0.083971636,-0.03513854,2.034918724,282.02,39.52,-415.74,0.132734006,-16.18404991,0.00043928,176.64,95.46,-0.06,2.39,1.28,2.41,1.28,1.01,1.43,0,0,2.51,1.28,0,0,0,0,23.92,70.64,2.02,0.26,8.6,0,0.36,1.28,0.64,0.23,2.82,1.78,4.56,0.67,1.88,0,1.95,0,0,0,2.2,1.47,0.54,23.96,23.2,20.4,0.41,0.18,0.11,121.21,25.54,12.58,118,138,100,99.28
驻国际邮轮港办事处,37AO,201611,邮轮办,1611,0.18072446,-0.613185199,1.695375783,742.76,460.74,-1717.14,0.062291308,1.320194313,0.608985609,87.12,-89.52,-41.64,5.99,0.66,3.81,0.66,42.31,0.55,0,0.35,6.03,0.66,0,0,0,0,66.6,9.78,4.48,0.45,19.46,0,0.69,0.66,0.69,0.92,8.74,2.14,5.96,0.8,10.5,0,9.51,0,26.79,0,4.47,1.89,0.81,192.85,86.58,54.26,0.52,0.38,0.26,18.61,6.46,4.33,124,132,94.35,100
驻国际邮轮港办事处,37AO,201612,邮轮办,1612,0.094565174,16.08838222,1.101560652,386.56,-356.2,-478.64,0.082306736,-0.1829788,-0.26877117,138,50.88,18.52,3.02,0.69,2.08,0.69,42.17,0.99,1.24,0,3.2,0.7,0,0,0,0,6.03,0,2.99,0.69,3.88,0,2.72,0.69,7.59,0.33,1.22,0,5.03,1.29,0.86,0,0.86,0,0,0,2.32,1.07,0.71,92.17,42.72,25.28,0.53,0.4,0.27,16.73,6.26,4.52,128,200,96.88,100
驻国际邮轮港办事处,37AO,201701,邮轮办,1701,0.198746764,-0.434268312,-0.121950948,678.72,292.16,32.84,0.187590029,-0.664352049,-0.910934036,383.98,245.98,235.21,6.06,2.63,6.06,2.64,0,0.99,0,1.31,6.06,2.64,23.64,1.37,5.24,2.69,23.48,45.26,5.25,1.12,30.84,0,0.68,2.63,0.83,1.37,6.15,29.53,4.24,2.19,24.14,0,25.41,0,0,0,2.21,1.23,0.53,433.77,109.57,56.85,1.46,0.88,0.73,171.52,37.31,20.49,112,146,98.21,98.63
驻国际邮轮港办事处,37AO,201702,邮轮办,1702,0.111827682,1.754149118,-0.086186485,361.68,-317.04,97.66,0.075888505,0.278907,-0.079774054,69.87,-314.11,23.76,5.48,1.37,5.48,1.32,0,1.94,0,0,5.48,1.37,56.94,0.27,3.87,1.49,23.53,0,5.2,1.37,25.44,0,0.11,1.37,37.46,0.27,4.98,0,7.51,2.01,9.12,0,9.12,0,0,0,5.48,2.51,1.42,0,67.8,46.07,1.37,0.94,0.79,0,11.91,6.73,66,51,89.39,100
驻国际邮轮港办事处,37AO,201703,邮轮办,1703,0.09178635,-0.058256549,0.753823078,474.3,112.62,-888.8,0.089288582,-0.103423671,-0.556134522,160.14,90.27,85.17,10.54,1.57,10.55,1.59,10.28,1.23,26.51,0,10.17,1.57,10.23,0.03,10.55,1.59,0,44.18,10.54,0.72,23.88,0,3.87,1.57,0.21,0.03,0,38.05,9.07,0.96,12.28,0,13.15,0,0,0,10.54,6.83,5.89,0,90.15,58.13,0.78,0.63,0.5,81.14,19.85,11.44,45,102,84.44,99.02
驻国际邮轮港办事处,37AO,201704,邮轮办,1704,0.167998146,-0.151158177,1.948861044,660.82,186.52,-621.88,0.079640205,0.161304633,0.017610931,125.96,-34.18,-11.32,7.03,0.94,7.14,0.91,3.62,1.54,0,0,7.26,0.94,36.8,1.07,5.36,0.94,10.61,1.66,6.91,0.94,24.95,0,0.89,0.94,33.9,1.07,2.74,0.75,6.37,1.53,9.66,0,9.66,0,0,0,7.03,2.42,1.22,0,110.69,61.92,0.82,0.69,0.55,17.71,6.3,4.63,94,134,94.68,100
